,pred
1367,149707.93903859315
1368,202683.54260769367
1369,328734.32897029724
1370,187202.17144368458
1371,187883.13815804425
1372,320757.86925417994
1373,149536.3179225525
1374,339187.4422695335
1375,260555.65818203765
1376,126198.91123391225
1377,265835.5913702246
1378,183706.45095144547
1379,121378.6593350058
1380,204694.54780665511
1381,236489.9730336701
1382,233197.790228652
1383,157925.50428864566
1384,177307.2875264196
1385,258222.69547911512
1386,394805.09447234817
1387,243018.55566263053
1388,378049.2414148074
1389,224541.5176181985
1390,163102.19451623881
1391,230685.85075400045
1392,197400.84846785237
1393,144841.05543846817
1394,197313.77245055628
1395,257507.69082495925
1396,178208.77045150957
1397,197191.99199071122
1398,146148.1229177553
1399,230331.4223342729
1400,279254.25143959874
1401,127400.41716691195
1402,140806.52926965503
1403,187390.24501706744
1404,325356.0653013913
1405,217731.124950757
1406,181224.24723636854
1407,235338.26807686038
1408,198274.5112542198
1409,234454.65734948104
1410,227629.23955654065
1411,243817.22706426072
1412,252138.39211716424
1413,179660.59648691138
1414,174182.47348006343
1415,298699.10008653166
1416,146418.00478106382
1417,286731.0111540521
1418,181299.76111386938
1419,157042.35784977677
1420,113692.4183700592
1421,283862.2912463953
1422,307639.78468584514
1423,248459.0602426206
1424,179620.5344921398
1425,130256.51285962685
1426,194070.51882971195
1427,160840.73281801195
1428,122941.92494984111
1429,213978.85273591237
1430,67214.3642147198
1431,112639.40898257679
1432,208167.47828518404
1433,237207.49989550302
1434,84555.70813605696
1435,398012.7891513053
1436,206399.25492475528
1437,247681.11271316904
1438,201357.324509239
1439,272458.9705701695
1440,238240.08130120087
1441,171853.19013579335
1442,276489.79855002847
1443,196710.28059851256
1444,152510.04331127967
1445,87675.02227589207
1446,172476.91975058717
1447,165921.89714640105
1448,215691.5499620596
1449,175585.30477210332
1450,204285.8756597562
1451,300164.52701069845
1452,359364.40583872586
1453,422840.0111663269
1454,179766.048028695
1455,369227.1319829682
1456,181430.21480732062
1457,270474.870600278
1458,141087.1071521154
1459,244647.62379558862
1460,290964.4425064839
1461,194425.99434144705
1462,272975.88608724065
1463,182640.02794140013
1464,201741.03395116827
1465,405733.5523538484
1466,353341.31245130685
1467,134606.83525309508
1468,264252.30303273746
1469,175903.5574331809
1470,232720.31382535057
1471,253038.0246910382
1472,183834.5079580825
1473,263341.4572120019
1474,334241.0764409498
1475,293864.47307866113
1476,393361.66283367825
1477,176287.3367840464
1478,180730.68161834902
1479,249377.93770069044
1480,152348.07124006233
1481,158955.52950895368
1482,86657.74144995394
1483,349317.1781707224
1484,175618.39878964785
1485,101161.69437320915
1486,223180.54866130924
1487,184906.0775369828
1488,248710.7818928809
1489,237480.58194024657
1490,100905.9747081479
1491,178695.2064447199
1492,221024.32682092636
1493,292663.96184942574
1494,395663.3629148033
1495,166222.82683191446
1496,203002.8982788894
1497,104063.00701570025
1498,156993.1714653821
1499,155836.0185112255
1500,213035.46525697462
1501,155179.85386202793
1502,176450.30798408636
1503,194790.5197236724
1504,177899.80397409032
1505,248745.34148645576
1506,264774.5902315292
1507,183297.52301100048
1508,412145.3361453251
1509,125950.88116697941
1510,391609.621053979
1511,153507.62696440044
1512,194714.93904216198
1513,293271.8280388194
1514,142088.60743081174
1515,237874.78209477506
1516,201013.9666395643
1517,207187.80740265807
1518,167273.49034531598
1519,127553.36225452938
1520,237594.8317846057
1521,312069.5150260603
1522,230972.18654747677
1523,239980.45775612918
1524,137525.93580323347
1525,210533.1250820083
1526,182616.35580699088
1527,137568.0618682448
1528,215724.64569386994
1529,140988.04236165664
1530,131531.10441349496
1531,237814.25340951036
1532,138870.4572869457
1533,122135.67012600467
1534,155897.70178222837
1535,238237.77434238896
1536,194106.49235893416
1537,344060.2907121243
1538,407974.84503453353
1539,382018.39139029884
1540,194954.52667682935
1541,93407.70169935127
1542,217150.383914694
1543,113601.36838659804
1544,197517.280313508
1545,215026.69890172436
1546,316023.19881044806
1547,194261.3166400747
1548,339711.32613425277
1549,291362.7307380908
1550,127407.00911860091
1551,253619.74659735485
1552,364728.3883793474
1553,306022.0554734046
1554,174081.85518072083
1555,181330.73812752246
1556,190679.8829288183
1557,305858.90230591525
1558,196861.64075648805
1559,202317.1771025052
1560,305428.55298682326
1561,188280.33214008485
1562,199287.79186401225
1563,212381.21235022045
1564,243298.24309822035
1565,380536.92137411004
1566,175672.99561359597
1567,234979.34550978523
1568,346994.14246462745
1569,123854.4849441854
1570,183297.83198373456
1571,294333.24579363165
1572,100597.13660626185
1573,160049.08497524238
1574,443318.0074177648
1575,158070.9354652423
1576,276856.8702057052
1577,175732.3983996455
1578,196717.69257831664
1579,196465.37464837937
1580,176370.34959255226
1581,199550.39667120457
1582,156481.24322049928
1583,157996.50328955913
1584,179570.82818892226
1585,234066.63483740226
1586,177880.58571219866
1587,183102.7634105541
1588,118226.25612461877
1589,228859.21155676866
1590,343775.3244796533
1591,334957.6709012262
1592,148070.59130571896
1593,272574.9180198742
1594,396466.51440206927
1595,401460.52250591887
1596,244227.37316144272
1597,284644.0828700007
1598,114604.67001181188
1599,203570.49091200656
1600,215656.131813042
1601,266876.8374357859
1602,151700.4214755416
1603,124102.86767273625
1604,262812.4916428625
1605,245763.68972230298
1606,212096.9041363524
1607,165421.95332090737
1608,322234.84758433455
1609,355716.1608105381
1610,152867.63426508394
1611,164225.17776432537
1612,238510.89461048713
1613,171287.655095791
1614,356413.54356005305
1615,186118.79590042323
1616,420352.82063259505
1617,153083.9865138868
1618,365421.82108533743
1619,309428.8191275723
1620,190971.6738290302
1621,181184.7200326647
1622,167468.32458143632
1623,243436.91529621903
1624,221233.71478324395
1625,236828.38227293637
1626,196051.89749173517
1627,160182.28753505304
1628,204947.260509464
1629,196113.7456638764
1630,264143.43881727854
1631,292138.81069040025
1632,193474.93967941165
1633,173975.63034037262
1634,204419.84363977285
1635,266565.82831370714
1636,476740.9917929302
1637,162395.61276626145
1638,179122.88495684828
1639,239878.43536295506
1640,230387.99072405288
1641,200875.1776331112
1642,179959.49661503875
1643,128076.4310428557
1644,249977.5422334427
1645,239176.34127723044
1646,133755.11701271456
1647,180142.01068298
1648,140632.4522516753
1649,150546.95957633562
1650,170911.64959859726
1651,158015.61208099633
1652,180588.76830837992
1653,324376.0501348563
1654,183387.04926479512
1655,234138.74027645309
1656,145328.83958790716
1657,320142.69529497606
1658,210025.44407902073
1659,209616.63285212673
1660,111640.11416370489
1661,391879.7473707478
1662,266002.2923242451
1663,136952.78936530725
1664,170367.153775133
1665,197853.27837151868
1666,162243.60170621006
1667,177834.707188578
1668,75077.26524178043
1669,197245.8963329558
1670,153584.86590262275
1671,137618.24103222816
1672,126540.76389011032
1673,223176.26438800723
1674,257193.52841133383
1675,286537.44544784
1676,244592.7109903014
1677,156058.39339014664
1678,170652.42941263292
1679,208165.34496590725
1680,220848.30396823355
1681,251662.95297044268
1682,180882.52070237865
1683,314111.45358467754
1684,211637.7140069818
1685,198082.7578829278
1686,211606.91588899188
1687,193628.71161800524
1688,212965.51289694168
1689,183558.9035355375
1690,293543.2977748845
1691,204017.94122604272
1692,231880.07797637882
1693,180489.15986354218
1694,194850.11431066893
1695,165602.93323150056
1696,185405.23393334818
1697,231161.14379045073
1698,199104.94600802587
1699,277939.97505828046
1700,116645.53538409862
1701,163154.02222863227
1702,377771.4575313747
1703,178161.05588715101
1704,177755.60857851477
1705,306764.6562245843
1706,174074.24920666908
1707,240471.02889540422
1708,194420.0498435823
1709,190662.3709172212
1710,177590.6923812656
1711,147419.78087959706
1712,301075.2279285265
1713,178482.99381142753
1714,242260.46366060257
1715,261297.62464759228
1716,258134.7809067687
1717,194429.74521158307
1718,183692.06520851367
1719,132462.17751405988
1720,175051.2047774882
1721,375634.73444332124
1722,162449.11063662442
1723,189223.00712872364
1724,341001.6877210946
1725,112766.26377233358
1726,108719.19390983527
1727,369296.15926103597
1728,117322.59296600535
1729,310764.6087211147
1730,187463.85525444278
1731,245082.87735105056
1732,222058.6514456152
1733,264984.5151814212
1734,175350.53144142326
1735,281912.12839986064
1736,180912.53434063972
1737,180061.09134525352
1738,237158.95009346373
1739,199618.91306680892
1740,322739.8238564138
1741,168779.1817381572
1742,211656.9697405829
1743,176286.69432437007
1744,174840.74098570005
1745,174441.0412002008
1746,189458.33756821437
1747,233336.1141932108
1748,369786.84613930905
1749,106090.21454384438
1750,184457.49230767868
1751,126524.55068338425
1752,317050.55804099847
1753,141803.55183936286
1754,86758.12885286308
1755,193552.32717504396
1756,200892.20020992015
1757,282581.9459412736
1758,162393.14793100662
1759,188736.79059820526
1760,207363.67005125686
1761,214064.33482234378
1762,453757.9722478243
1763,144158.68183105686
1764,229609.69826999426
1765,241982.75476473334
1766,319625.7407700637
1767,315379.34135633777
1768,145952.08524359722
1769,122365.4434735797
1770,309071.10780113644
1771,69351.78914774822
1772,225569.2728750555
1773,160027.9418811509
1774,100810.27114749207
1775,193650.30042459708
1776,180242.53139260033
1777,337097.5536564933
1778,177504.12367632482
1779,241896.10636109288
1780,187620.69096791866
1781,162024.0580487342
1782,403310.0934384977
1783,179870.97430489122
1784,143801.49607671853
1785,122629.13823861357
1786,232833.0870445982
1787,186844.42869633075
1788,183914.28555752596
1789,334191.56666068546
1790,180312.36206780755
1791,178194.31590807752
1792,207117.2966852384
1793,383550.52506662736
1794,235484.14938833815
1795,213488.13293807034
1796,155555.34928221384
1797,154276.50161198518
1798,303272.35270909907
1799,90539.95597249696
1800,130539.86247579123
1801,269523.48614262295
1802,220696.38344554818
1803,250953.95061909524
1804,234010.13261827928
1805,224542.48557397153
1806,305479.95729197474
1807,170240.95725188396
1808,204956.13411328543
1809,248473.7339046456
1810,207991.0157356537
1811,310447.94541780156
1812,165421.95332090737
1813,175175.39102647817
1814,264478.30015034665
1815,177325.64228158732
1816,126236.67440700647
1817,167190.45050520674
1818,205608.89084858441
1819,146591.8110675033
1820,254656.83259844373
1821,204365.9012622518
1822,397108.18977489346
1823,101873.09351153107
1824,302758.3346123533
1825,278222.8105138262
1826,183272.82850933744
1827,172538.55983806596
1828,395686.6093436592
1829,139656.91969631333
1830,356024.40526747017
1831,211501.8882403171
1832,147351.3752545326
1833,185079.3047826398
1834,258669.22307017402
1835,305153.2234251151
1836,239502.80402630224
1837,175250.80597661217
1838,248025.3838462661
1839,173984.94098153705
1840,199236.8895268835
1841,278339.15797035827
1842,146091.67376363324
1843,127182.6149553257
1844,149927.9561232874
1845,138575.1683988976
1846,183558.9035355375
1847,217077.55901732005
1848,161481.60525266328
1849,205623.69636564734
1850,263527.5563525347
1851,188584.5376733532
1852,179407.79780885825
1853,157121.56573351048
1854,200176.30852386274
1855,323666.16546506924
1856,171265.2252229358
1857,164040.50475905728
1858,127060.38055099158
1859,151274.20823485154
1860,179144.8908507736
1861,195490.5917297026
1862,278067.6457343072
1863,242297.59375591506
1864,214895.265046661
1865,127473.20586476033
1866,183114.66951382294
1867,330293.7770975813
1868,245697.6292570115
1869,207400.6598911812
1870,195298.7132930525
1871,307890.61412122555
1872,331381.7097562342
1873,281120.85565705376
1874,205310.98156142264
1875,327260.6068854231
1876,380371.42806468636
1877,175372.9677472321
1878,193897.53036545476
1879,306073.20869074063
1880,176027.7641888585
1881,426589.99702357984
1882,171070.85161718863
1883,291634.9110745997
1884,198351.5263703645
1885,177114.811066042
1886,89011.15280096603
1887,144698.79240558404
1888,399388.82929131406
1889,84806.91861461957
1890,257400.40813682287
1891,199991.21156647784
1892,215453.07880090096
1893,163246.3978705316
1894,185312.24823160315
1895,180841.4727462891
1896,161942.71078054674
1897,345994.65754438716
1898,186323.7447738764
1899,204170.4569116608
1900,195704.1358880899
1901,169364.46413645774
1902,200261.34178025054
1903,210502.3538655177
1904,189406.24036003285
1905,211008.57942923525
1906,310675.98156531213
1907,150991.13946934536
1908,86850.5750723837
1909,158601.2180570579
1910,165671.5548639473
1911,221304.31981617623
1912,179971.28060609975
1913,202211.65592051813
1914,315261.3907831464
1915,173403.18088055452
1916,489823.62138111325
1917,207579.80170703607
1918,107730.14554437675
1919,244469.40457649282
1920,68840.37674164094
1921,320916.7367558599
1922,185094.31294568055
1923,250008.9302784428
1924,215786.3764879539
1925,160910.87516407153
1926,211345.46374658216
1927,376872.2580477239
1928,182577.5404969515
1929,400336.0325186685
1930,184136.26601188953
1931,176296.0337699774
1932,131607.62848020546
1933,342246.135537811
1934,306799.8255781753
1935,268795.90072604775
1936,110798.74967435759
1937,332435.33420684346
1938,174310.22987742999
1939,157520.5091030422
1940,219248.1053101677
1941,165306.2617099338
1942,172016.56184969866
1943,243790.0933527537
1944,181203.70404249468
1945,196524.12499843448
1946,148179.3577161809
1947,182744.46374425307
1948,180670.44729242762
1949,190959.36369865222
1950,151087.84493965603
1951,72578.38315920513
1952,174785.16882196075
1953,156183.14935732487
1954,129574.75426333993
1955,161231.22190508785
1956,189276.45750493644
1957,204998.97556008815
1958,296949.1378373624
1959,126784.0186684139
1960,211120.29240395682
1961,235465.75991888135
1962,289046.0711678359
1963,161592.27019508407
1964,239111.44965839738
1965,294439.30879107653
1966,176585.95850196213
1967,86897.27983643959
1968,324702.99502155936
1969,193311.66657524384
1970,184036.34865988782
1971,160648.26234334282
1972,156781.0208420333
1973,214023.71704779722
1974,177801.66140568716
1975,146149.98657513424
1976,174403.9381154935
1977,297219.35823532456
1978,174030.55055878492
1979,305108.29991773196
1980,201116.8504317786
1981,370400.55503431876
1982,196461.55163933046
1983,190168.1044334241
1984,155868.81778957217
1985,192124.62767019586
1986,204988.42649138038
1987,162392.74507551637
1988,254862.4088949899
1989,338411.0506615546
1990,150735.3657328232
1991,167676.13380918693
1992,318376.9748644524
1993,261600.7604013832
1994,302729.4495133123
1995,103230.57613717057
1996,129265.68284457749
1997,227302.729813193
1998,183373.99108274854
1999,212856.75965470079
2000,121671.88295837656
2001,362849.8157182152
2002,180130.3963595449
2003,263493.42609367205
2004,191046.60083699104
2005,241506.37291297532
2006,165674.01003070522
2007,327428.2447061161
2008,113544.9002709222
2009,146555.370914178
2010,194414.1505303759
2011,245472.3556479149
2012,328012.5688966507
2013,201059.0056072172
2014,198233.7409763679
2015,325110.94156099804
2016,138747.99032071498
2017,358127.97912780615
2018,185897.7673204047
2019,254392.98510441976
2020,269105.9948286575
2021,222665.88604504688
2022,252190.53932137854
2023,222303.37513258745
2024,181798.51840499847
2025,219378.39411574276
2026,179721.8196911686
2027,184702.73704884163
2028,249966.09964895743
2029,385489.60844909365
2030,370113.58800758293
2031,212911.42603783912
2032,145398.03107814334
2033,252128.03323667296
2034,178445.12052834168
2035,135686.84945855857
2036,343856.9357567172
2037,190966.19194074138
2038,206235.1587426707
2039,113875.9862532247
2040,119610.24727538672
2041,185087.7733494954
2042,139827.27893137536
2043,116913.86133264026
2044,233801.91690882517
2045,195894.20609535254
2046,351530.7696758291
2047,166493.49630129884
2048,216750.29708003183
2049,381697.39617668936
2050,159595.82660079093
2051,124867.91519400424
2052,272190.02108727384
2053,167992.53720080733
2054,179975.51881113564
2055,243752.61186933957
2056,324274.15964924195
2057,176663.21072714197
2058,136535.78166554854
2059,186621.45447270526
2060,235494.04998526844
2061,135461.8068936919
2062,240323.55033870612
2063,250084.38366442273
2064,183744.27448397645
2065,253887.31323095108
2066,170930.63712550772
2067,100456.26339740175
2068,378195.56407524826
2069,224693.14485902037
2070,185156.32182907895
2071,247059.76624202277
2072,343946.79480456037
2073,177751.99156898347
2074,266201.3383326678
2075,154510.10197205382
2076,132600.26232313883
2077,154279.66246543467
2078,300885.6287964541
2079,235098.87750861247
2080,148321.27937794357
2081,225962.63497321727
2082,176751.69906973996
2083,227559.77216691652
2084,197966.53773929316
2085,257207.82043296745
2086,335480.7204612193
2087,189929.7100162197
2088,226490.9716592153
2089,71994.10891782939
2090,242596.9629474412
2091,205773.01064024292
2092,202171.26646976548
2093,172620.43017943643
2094,206128.99685623182
2095,121377.67401826414
2096,72671.39145996627
2097,171992.52173579924
2098,399996.87812657363
2099,186233.99672116459
2100,201355.9238125579
2101,154442.9234572724
2102,170592.6964777423
2103,331597.7672886042
2104,182606.4606819128
2105,197156.01440271907
2106,204475.62482541052
2107,209561.38995826108
2108,274648.1624894613
2109,323548.6850666402
2110,501865.3699711241
2111,157802.79098102034
2112,208055.70492819487
2113,228538.77519520093
2114,239312.53580313866
2115,180720.65332675946
2116,207635.15738895326
2117,288901.5743765884
2118,118687.60845253496
2119,84985.72760206622
2120,158983.54871575133
2121,379673.88795257884
2122,179997.71212079425
2123,180998.6176078375
2124,102375.67761977782
2125,175339.4300509352
2126,260278.8547349684
2127,205050.03908217774
2128,164107.5373731579
2129,191306.9943696055
2130,318482.84715575265
2131,159630.56982267686
2132,248371.10617357772
2133,176073.96055317542
2134,238501.39203313662
2135,107949.46648861415
2136,180125.24364381077
2137,243213.97959630896
2138,316631.6829960819
2139,184506.7573005003
2140,168787.3872650508
2141,156028.08832088354
2142,183116.5847982614
2143,283529.2762748804
2144,175974.49333392465
2145,318268.71876858966
2146,176601.37633961657
2147,238242.93865452637
2148,206833.65603454752
2149,223961.57199592667
2150,290066.7768837794
2151,104036.25386835446
2152,183743.61957382003
2153,243602.25574251686
2154,270433.08808218583
2155,287927.798394093
2156,211849.87895864848
2157,133533.2519737743
2158,161553.92771068262
2159,181279.87565592586
2160,179487.66863312235
2161,220422.33509692017
2162,181301.6022879446
2163,147285.75645647463
2164,242355.94532854282
2165,175433.59995197775
2166,156615.69083067292
2167,383284.3883519273
2168,183248.1268304551
2169,184001.80302075826
2170,262829.47549282404
2171,251916.39803276604
2172,163442.62143112288
2173,105369.93037369571
2174,175130.16826948442
2175,175983.01546865323
2176,220602.92512434063
2177,67211.27009992293
2178,343014.04734969797
2179,177953.00977426633
2180,135511.61910870043
2181,205086.7101797674
2182,178103.01740220175
2183,192361.54661791024
2184,137818.35465304757
2185,218050.243183459
2186,179768.04786586566
2187,331568.3608398589
2188,287249.8883334095
2189,217186.1318858751
2190,215293.90778613393
2191,174600.4370739941
2192,246960.35124440023
2193,231628.31499355388
2194,295808.16993491136
2195,210440.09903456204
2196,192755.92323167506
2197,311965.97169761034
2198,182023.31017596554
2199,221580.10032694685
2200,147729.60211913977
2201,271674.5785459552
2202,183736.63200167575
2203,238601.7229149245
2204,343006.2082618112
2205,163273.4965487541
2206,206852.8531942656
2207,219370.9881089752
2208,171514.02350139202
2209,150468.763184286
2210,251141.7877772029
2211,128057.12536805129
2212,416560.21951282903
2213,183976.33447084556
2214,197185.816673165
2215,265970.6818396975
2216,146244.06108902252
2217,257916.83452947292
2218,173031.33116911934
2219,173248.444560786
2220,157979.0300349005
2221,205908.22432328857
2222,174137.48664029967
2223,221356.55911148802
2224,303717.2418754224
2225,368655.760434779
2226,187568.3885825468
2227,158227.3189733798
2228,322612.1898048063
2229,67311.96232589589
2230,146264.75765387205
2231,274566.576051574
2232,444655.50626317074
2233,255928.2964208391
2234,240205.51062954473
2235,183744.27448397645
2236,172056.88475622665
2237,178155.21376754335
2238,277238.28446983313
2239,232580.80875054823
2240,293466.4003306227
2241,285886.21479170653
2242,208787.3097002584
2243,211935.82750560864
2244,68734.13502535877
2245,187436.00600669763
2246,184899.80017873927
2247,385395.58986991737
2248,199377.73318926687
2249,126365.49704811344
2250,234422.77720641147
2251,233936.8163095902
2252,272399.1562923263
2253,318799.1536771376
2254,183088.94819260016
2255,193778.7944550255
2256,232366.5791543351
2257,190293.91143819448
2258,179309.39810803146
2259,219144.23948861254
2260,145644.4860320869
2261,117392.8479841438
2262,161830.61977487407
2263,305314.984681478
2264,70338.81617273093
2265,178376.6339653435
2266,269729.1829946956
2267,176138.45472066515
2268,180504.63693216123
2269,201400.08554879067
2270,183474.06126693173
2271,233235.9443109646
2272,352730.3513871011
2273,211266.77174284757
2274,183485.66608347662
2275,161542.3539210174
2276,196880.82342788976
2277,173337.05677907978
2278,295808.2062389679
2279,165635.79025177556
2280,427539.86904658447
2281,186089.5624052492
2282,300228.3973329023
2283,342495.563911007
2284,430500.6618018519
2285,205212.99805414255
2286,145621.20880966037
2287,185778.19598854627
2288,165400.03011919916
2289,195059.742170449
2290,252300.89332731735
2291,177480.00192157694
2292,263209.0676011116
2293,205455.79347170054
2294,241602.67259701976
2295,128890.33142892961
2296,258268.93048861835
2297,232831.78339702231
2298,215710.9674740095
2299,182702.17423973986
2300,183412.18901439413
2301,105288.98770748585
2302,167814.5647313776
2303,230812.7559568115
2304,180913.53616451396
2305,157770.3518356466
2306,332005.462602877
2307,107344.88036673189
2308,129838.37155074024
2309,176553.08443732315
2310,274745.81214609084
2311,350135.4399507132
2312,151397.24617713658
2313,199653.58474566528
2314,317273.2060389751
2315,233368.64113865577
2316,178743.15998341906
2317,116784.52820981412
2318,404251.93753962877
2319,126037.88281499977
2320,183578.27916572342
2321,436166.5097455435
2322,144401.2515958819
2323,204285.8756597562
2324,120096.61731813365
2325,141705.0128572409
2326,188229.1483100761
2327,292542.00144657976
2328,299349.7880940751
2329,275023.887550513
2330,198044.72621321175
2331,238991.1815864582
2332,261211.31770008945
2333,302229.091679293
2334,202707.09956501142
2335,128055.33049881559
2336,204485.43360016838
2337,191365.14639799364
2338,190798.93218107685
2339,188774.32244713404
2340,181715.59839790937
2341,146487.83125072185
2342,198005.04166322126
2343,151244.6099803141
2344,124611.61473020415
2345,187469.40884425375
2346,193745.377778151
2347,223332.07142798748
2348,138211.02494130423
2349,357825.40634393395
2350,67937.93216507646
2351,196943.88605491025
2352,303586.79726288107
2353,248497.87304488567
2354,438516.0578705346
2355,230144.9970750208
2356,172391.41725886945
2357,273042.9509828253
2358,196862.5802919322
2359,154277.9318508987
2360,130808.76712433471
2361,219134.2652851709
2362,220150.31729282264
2363,219760.89402821436
2364,183449.95082660377
2365,253066.41352742305
2366,196355.49504759687
2367,233339.59779625302
2368,217343.10727946874
2369,342187.0018987644
2370,210513.32593602073
2371,68264.38929034951
2372,183974.32792888375
2373,183365.78201610348
2374,198108.55452478884
2375,225955.66162966017
2376,184180.4101171611
2377,174951.74178242023
2378,147008.79639741205
2379,410462.00276528555
2380,197314.01948120148
2381,207674.15315784147
2382,220946.76936617217
2383,323164.98161792784
2384,133402.30858443744
2385,206313.2637106388
2386,112002.8111205498
2387,144975.97844888724
2388,291038.7459178158
2389,151431.22375891387
2390,202978.59393984548
2391,363773.4612545769
2392,338801.6881326532
2393,192625.665287564
2394,176744.2353336993
2395,205420.08716689158
2396,204570.43957426221
2397,146766.10688861238
2398,210242.79239804347
2399,153160.20480904562
2400,401180.76079642144
2401,189667.96819584197
2402,158666.18434163628
2403,325165.99638040335
2404,206613.98009835865
2405,239893.73787045982
2406,257948.99390239996
2407,350364.83194119507
2408,270084.1135402686
2409,312189.6965541206
2410,262477.8943454106
2411,231317.35781241735
2412,125804.9384328796
2413,222890.12495640022
2414,161487.3679117247
2415,131402.14375923382
2416,171562.2282880338
2417,175630.04576747018
2418,184815.68528122982
2419,178540.02554291152
2420,85910.28495851907
2421,130967.55942156543
2422,114722.45900676263
2423,271460.24192548625
2424,237822.33907810846
2425,178577.51191325768
2426,177488.2318439293
2427,277100.1382294089
2428,191206.43825445705
2429,204905.93723896221
2430,226674.45270041894
2431,170334.27018396277
2432,169332.5040229572
2433,189605.87313389385
2434,174962.29407433537
2435,119233.00894978546
2436,197581.50935484405
2437,235187.4800625078
2438,261236.57871301976
2439,121921.38463449558
2440,345519.42238563683
2441,193803.27445109558
2442,210348.2515329225
2443,269192.3715621326
2444,246718.48892985436
2445,148451.2863976305
2446,184277.39686007836
2447,306456.0985097725
2448,187740.21200963977
2449,176352.0970810132
2450,256626.09584491
2451,237814.65730029967
2452,247664.64838541762
2453,355707.2857398046
2454,117583.64810457797
2455,152604.57213197782
2456,127952.97282213405
2457,475904.3978846033
2458,273059.20400245505
2459,182398.06163295594
2460,149935.3128782516
2461,225600.75260955226
2462,124390.8986136634
2463,123722.07659433229
2464,316970.45671039296
2465,153848.6693951984
2466,122495.45882449567
2467,231141.76974317135
2468,310470.7778521895
2469,312663.09211891313
2470,282412.30469264137
2471,195705.67703080302
2472,199901.42389544618
2473,164538.692816406
2474,212602.855386584
2475,211324.3301057949
2476,127890.09679894666
2477,197832.96163505517
2478,159537.82715976925
2479,71058.70810329857
2480,391906.1747001865
2481,284832.9658556512
2482,236276.56670196005
2483,240256.99796242188
2484,225869.3310206316
2485,373273.1828593205
2486,329717.8707958859
2487,164920.46669083837
2488,290157.4150783938
2489,328059.9589967857
2490,164519.46756672682
2491,242520.26974470608
2492,133761.2441338181
2493,248397.87630851136
2494,250322.29047435295
2495,193358.95976420576
2496,179495.84091137195
2497,209495.28530348442
2498,198330.18365004117
2499,218694.42817896375
2500,253938.55419057325
2501,159026.28815734727
2502,165944.2907410326
2503,197860.22454876947
2504,147454.8956184097
2505,286285.39655093185
2506,148946.73723954233
2507,384708.3999089359
2508,258770.49740380514
2509,262612.32060725923
2510,163854.78728847622
2511,331038.5045090911
2512,267525.7071392681
2513,404508.0316984306
2514,408991.5081173748
2515,183474.69937190073
2516,177488.34087650175
2517,171037.16111858602
2518,208390.15114003926
2519,179076.42371527938
2520,432835.8085049859
2521,177258.95839868183
2522,382030.233880925
2523,157425.99108418747
2524,155116.76254840434
2525,205512.18375791865
2526,188823.47135107857
2527,239690.8746667963
2528,154234.73397259528
2529,159287.06479879637
2530,313797.4183545826
2531,186343.13934109532
2532,198820.36587451695
2533,422716.08610534255
2534,236280.65591364822
2535,231349.97523854097
2536,88501.04721316969
2537,332545.04833747726
2538,302064.59460405866
2539,276829.4232550739
2540,182973.13938484713
2541,304537.8373146041
2542,176868.68815685975
2543,177217.15239081852
2544,236663.77295783456
2545,301816.1056414943
2546,299799.7742480917
2547,157402.06162505917
2548,150229.13856284032
2549,324415.5709137365
2550,182567.6306094611
2551,257657.22342642845
2552,333860.284043351
2553,198338.8938666831
2554,183724.81735747555
2555,291663.87922277127
2556,278191.59694648953
2557,149472.96620221922
2558,166313.79849090253
2559,386548.1233487912
2560,105392.0454303747
2561,350497.3090875749
2562,215965.79314675473
2563,300122.3804688444
2564,342180.7188063105
2565,377472.9090867779
2566,176640.80033275357
2567,279331.3037582913
2568,171663.60958678773
2569,172745.37976249072
2570,127391.99150465301
2571,312186.47229056654
2572,205590.9124027522
2573,255159.79468759993
2574,178987.42443657198
2575,175102.760883442
2576,367360.4399075001
2577,323993.2009626503
2578,142026.0414070229
2579,177934.82456962523
2580,183850.2689881187
2581,193602.08453800192
2582,333150.0478396007
2583,184342.4124883811
2584,137218.82934827363
2585,188222.46294791813
2586,231198.03485878516
2587,241356.50964969446
2588,240834.53341080633
2589,311763.7580731942
2590,201716.4178884232
2591,174989.95629278457
2592,321534.5936462523
2593,233133.36817013723
2594,274848.97576664574
2595,179699.3568588701
2596,174796.99657822202
2597,198902.9025201812
2598,179439.25862193448
2599,421140.12091604737
2600,145882.57147893184
2601,181311.28225468087
2602,86873.63119852905
2603,179272.924640834
2604,155033.76716689122
2605,158887.00079735165
2606,181445.64344798308
2607,179487.36928481515
2608,237407.31047161022
2609,188650.55431895735
2610,313764.8806738172
2611,188598.10793439415
2612,279289.5904154581
2613,213606.46225867452
2614,215405.19773353144
2615,178651.9732842422
2616,313015.7971654016
2617,283049.498233311
2618,181865.76547534563
2619,121052.80617345276
2620,156518.21149027062
2621,180257.90179868016
2622,241542.59916095345
2623,162572.0915954229
2624,180061.09134525352
2625,237580.03299432097
2626,199100.77413655716
2627,254538.85857739678
2628,110957.41629650774
2629,181574.2588382665
2630,462504.8667672043
2631,139141.93002803292
2632,197872.96150604225
2633,158556.02527649212
2634,193416.36769493987
2635,111510.90198500699
2636,146212.13904200617
2637,127077.06759095506
2638,292838.85443350824
2639,153462.1218543721
2640,129824.68128303213
2641,186672.6289686947
2642,210993.35491721527
